User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U26001,50,Other,Business Owner,iOS,4.0,2.7,5,5.8,6,35,4,2.1
U26002,45,Male,Student,Android,9.9,2.4,1,6.0,4,40,0,5.0
U26003,35,Female,Freelancer,iOS,6.7,2.6,4,6.7,6,26,4,10.0
U26004,46,Other,Business Owner,Android,6.5,6.3,8,5.3,9,25,2,11.8
U26005,20,Male,Freelancer,iOS,7.8,5.8,5,4.6,1,46,0,9.9
U26006,50,Female,Professional,Android,4.4,2.9,6,8.7,10,43,0,4.3
U26007,28,Male,Student,iOS,10.4,7.3,8,5.2,3,51,5,14.0
U26008,25,Male,Professional,Android,1.2,1.8,3,7.4,6,37,5,12.3
U26009,32,Female,Business Owner,Android,8.3,2.0,4,8.6,10,12,4,10.4
U26010,54,Female,Freelancer,iOS,1.0,3.9,10,5.6,4,23,6,12.1
U26011,51,Male,Professional,Android,2.5,1.1,5,5.0,2,6,5,13.7
U26012,44,Male,Freelancer,Android,10.4,1.5,3,6.8,6,26,0,5.4
U26013,38,Other,Freelancer,Android,5.9,0.8,2,6.6,10,9,0,11.8
U26014,35,Female,Professional,iOS,11.7,1.4,5,7.3,7,12,0,8.8
U26015,45,Other,Professional,iOS,9.4,7.6,3,4.3,2,36,2,3.5
U26016,29,Other,Business Owner,Android,4.6,5.9,6,6.6,7,60,0,10.8
U26017,27,Female,Student,Android,11.8,3.2,4,4.2,5,15,3,8.7
U26018,18,Female,Business Owner,iOS,6.9,1.2,9,7.7,5,20,0,7.2
U26019,28,Male,Professional,Android,8.8,7.0,10,5.4,4,36,5,12.4
U26020,22,Female,Freelancer,Android,5.0,0.8,6,6.6,5,10,2,4.1
U26021,28,Male,Professional,iOS,3.2,6.8,1,8.5,6,55,0,12.4
U26022,30,Male,Professional,iOS,3.0,7.1,7,8.0,7,24,5,8.5
U26023,49,Male,Professional,Android,3.4,6.0,6,7.4,4,57,5,11.3
U26024,27,Other,Business Owner,Android,10.2,5.3,3,8.4,1,46,3,13.7
U26025,18,Other,Professional,Android,11.3,6.1,8,7.0,9,56,6,4.1
U26026,40,Female,Professional,Android,8.7,2.8,7,5.5,10,40,3,6.4
U26027,39,Female,Professional,Android,7.9,4.5,4,8.8,10,5,5,4.5
U26028,18,Male,Student,Android,4.2,5.5,9,4.8,2,10,1,13.4
U26029,31,Male,Professional,Android,1.2,5.6,8,7.8,8,54,2,14.0
U26030,31,Male,Student,Android,9.9,4.4,3,7.3,6,36,5,5.5
U26031,18,Other,Business Owner,iOS,1.8,5.2,5,4.9,10,33,5,8.6
U26032,21,Male,Business Owner,Android,9.1,1.7,3,7.0,5,36,6,5.2
U26033,19,Female,Business Owner,iOS,3.5,2.5,9,7.0,2,33,1,4.3
U26034,19,Other,Professional,iOS,6.0,3.0,3,4.4,8,25,4,13.3
U26035,53,Other,Freelancer,iOS,5.4,5.5,10,4.9,6,59,4,7.6
U26036,51,Male,Freelancer,iOS,9.4,4.8,6,6.8,4,34,4,3.0
U26037,42,Male,Freelancer,Android,8.5,6.5,8,4.6,10,43,0,6.6
U26038,33,Other,Student,Android,9.6,1.5,10,6.4,8,43,4,10.4
U26039,36,Male,Business Owner,iOS,1.2,7.7,8,5.1,6,15,2,12.8
U26040,43,Male,Professional,Android,3.6,2.8,5,8.5,6,43,5,8.0
U26041,47,Male,Professional,iOS,4.9,5.5,4,8.0,5,59,4,5.5
U26042,33,Female,Student,iOS,2.2,1.8,9,8.1,4,50,0,11.5
U26043,55,Other,Professional,iOS,9.8,7.4,5,5.4,3,50,5,10.7
U26044,25,Female,Freelancer,Android,11.8,4.7,6,7.1,10,49,4,9.0
U26045,57,Male,Student,iOS,7.5,6.6,3,6.2,6,28,0,6.1
U26046,18,Male,Freelancer,Android,7.6,3.9,6,8.7,5,34,1,6.3
U26047,18,Male,Freelancer,iOS,2.2,3.3,8,4.2,7,9,6,4.9
U26048,51,Male,Business Owner,iOS,8.5,2.3,1,8.9,2,5,3,13.6
U26049,51,Male,Professional,iOS,7.7,2.4,8,5.9,2,57,0,3.2
U26050,54,Female,Freelancer,Android,7.1,1.0,2,6.2,4,20,4,10.6
U26051,54,Other,Business Owner,iOS,9.2,3.7,3,7.8,10,41,4,3.6
