User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U31001,48,Other,Professional,iOS,8.4,5.7,2,5.3,5,12,5,11.1
U31002,18,Male,Student,iOS,2.0,7.2,1,8.4,6,44,6,7.7
U31003,43,Female,Business Owner,Android,3.9,4.7,2,8.6,8,59,5,5.2
U31004,32,Male,Professional,Android,3.2,4.5,9,7.4,5,40,0,3.2
U31005,26,Male,Professional,iOS,2.2,1.8,1,4.6,10,52,1,4.6
U31006,40,Other,Freelancer,iOS,8.2,6.8,8,6.3,7,58,3,11.1
U31007,20,Male,Student,Android,7.0,1.6,3,5.4,6,18,5,6.4
U31008,31,Other,Freelancer,iOS,1.6,4.2,8,7.8,7,6,4,9.5
U31009,25,Female,Freelancer,iOS,9.1,6.5,2,7.1,2,11,0,3.8
U31010,32,Male,Freelancer,Android,6.4,2.7,2,6.6,8,55,1,5.2
U31011,55,Female,Business Owner,iOS,9.8,5.0,3,6.5,9,26,3,3.6
U31012,28,Male,Student,Android,5.2,2.2,3,8.8,9,44,4,13.0
U31013,50,Other,Business Owner,Android,4.3,7.0,4,8.0,9,12,2,10.3
U31014,20,Male,Student,Android,6.5,6.9,1,4.7,4,9,4,9.8
U31015,37,Other,Business Owner,Android,8.1,5.0,10,8.1,3,38,2,4.3
U31016,52,Female,Business Owner,Android,5.9,7.5,5,5.8,6,6,4,7.5
U31017,40,Male,Freelancer,Android,4.4,0.8,10,5.7,10,44,3,12.4
U31018,18,Female,Student,Android,10.7,6.5,5,5.9,5,25,3,7.6
U31019,29,Female,Professional,Android,7.9,2.6,10,4.7,1,22,2,3.2
U31020,27,Male,Business Owner,Android,6.6,3.5,4,6.5,2,8,2,5.3
U31021,20,Female,Student,Android,1.1,4.6,3,6.4,4,17,2,8.7
U31022,44,Other,Freelancer,iOS,10.9,6.2,9,7.8,2,7,3,2.0
U31023,24,Female,Freelancer,Android,8.9,1.0,2,7.9,7,50,2,2.1
U31024,60,Other,Business Owner,iOS,10.0,1.4,4,8.7,10,44,2,10.2
U31025,55,Other,Student,iOS,11.3,4.5,1,4.6,2,34,4,2.0
U31026,21,Other,Business Owner,iOS,1.4,4.7,4,6.6,9,15,3,3.7
U31027,24,Male,Student,iOS,1.9,6.7,9,5.2,8,41,0,4.1
U31028,54,Male,Freelancer,iOS,2.1,2.1,4,6.1,10,38,6,5.0
U31029,33,Male,Freelancer,iOS,9.1,7.5,2,7.8,7,34,4,12.1
U31030,59,Female,Freelancer,Android,3.9,3.7,5,4.5,4,27,0,12.8
U31031,33,Other,Professional,iOS,6.9,4.6,5,8.1,10,55,0,7.4
U31032,31,Female,Student,iOS,3.0,3.2,9,6.7,5,36,5,8.2
U31033,41,Male,Professional,iOS,2.4,6.3,3,7.6,3,14,2,10.0
U31034,57,Female,Freelancer,Android,9.3,2.6,7,7.2,10,17,3,7.3
U31035,32,Other,Freelancer,iOS,7.5,5.5,10,4.9,4,13,4,3.3
U31036,49,Female,Business Owner,iOS,4.0,3.0,7,8.8,9,44,6,5.5
U31037,56,Male,Freelancer,iOS,1.0,4.3,1,7.1,8,13,1,10.8
U31038,49,Male,Professional,Android,11.5,1.6,9,9.0,1,34,6,11.4
U31039,23,Female,Freelancer,iOS,6.4,1.7,3,4.5,10,60,6,8.7
U31040,56,Other,Professional,iOS,6.8,1.7,7,7.8,4,59,1,7.1
U31041,21,Other,Freelancer,Android,9.5,7.9,6,5.8,3,18,2,2.8
U31042,18,Other,Business Owner,Android,5.6,3.0,6,4.2,9,38,3,11.7
U31043,21,Female,Student,iOS,7.8,4.1,4,6.5,1,18,1,6.9
U31044,59,Male,Professional,Android,6.9,6.9,9,8.6,3,10,6,10.7
U31045,19,Female,Freelancer,Android,2.6,3.8,6,6.7,10,30,0,2.6
U31046,29,Male,Freelancer,Android,8.4,2.9,6,8.3,2,59,5,10.2
U31047,55,Female,Freelancer,iOS,5.6,7.2,10,8.9,2,22,1,5.7
U31048,59,Male,Professional,iOS,5.7,6.6,8,8.7,5,9,4,10.4
U31049,39,Other,Professional,iOS,3.6,1.3,3,7.4,3,20,3,9.6
U31050,45,Female,Student,Android,11.0,2.5,9,6.6,7,18,1,10.5
U31051,24,Other,Freelancer,iOS,11.3,5.1,3,6.1,4,40,0,7.8
U31052,42,Other,Business Owner,Android,11.4,3.3,2,5.7,2,41,5,6.2
U31053,27,Other,Professional,Android,6.1,1.0,1,6.7,2,48,5,3.7
U31054,29,Female,Professional,iOS,2.9,5.5,10,5.4,1,5,2,9.4
U31055,39,Female,Business Owner,iOS,4.0,3.5,9,5.2,10,5,1,10.8
U31056,42,Female,Student,Android,5.0,6.0,6,7.9,4,35,5,11.1
U31057,35,Female,Student,iOS,5.2,1.3,4,5.1,6,33,3,8.6
U31058,49,Female,Business Owner,Android,9.1,4.8,2,4.9,4,24,6,6.6
U31059,22,Male,Professional,Android,9.4,1.2,8,5.5,8,57,1,5.1
U31060,50,Other,Freelancer,Android,11.5,2.6,8,8.7,10,59,0,5.9
U31061,41,Female,Professional,iOS,7.7,1.1,10,5.9,10,19,3,11.9
U31062,40,Male,Student,iOS,6.4,3.6,8,7.4,10,34,0,6.0
U31063,56,Other,Professional,iOS,2.7,5.4,2,6.1,10,41,1,11.6
U31064,37,Male,Freelancer,Android,7.1,5.4,9,7.5,9,5,5,8.9
U31065,18,Male,Student,iOS,8.0,3.9,1,8.5,8,18,2,4.8
U31066,46,Male,Professional,Android,4.9,2.1,9,6.1,1,28,1,10.0
U31067,55,Other,Professional,Android,10.2,1.6,2,4.9,5,5,6,11.4
U31068,57,Male,Professional,Android,1.4,6.4,3,7.3,7,10,3,10.4
U31069,27,Female,Professional,Android,9.6,1.6,10,4.9,1,15,6,11.9
U31070,32,Male,Professional,iOS,8.2,7.5,1,9.0,6,27,6,9.3
U31071,18,Male,Freelancer,iOS,2.9,0.9,9,4.4,9,36,2,12.1
U31072,36,Female,Student,Android,6.6,7.2,10,7.9,3,42,6,9.4
U31073,40,Female,Business Owner,iOS,2.3,7.2,4,6.9,1,51,4,9.6
U31074,31,Female,Business Owner,iOS,9.3,5.5,2,6.1,7,16,4,11.8
