User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U4001,58,Female,Freelancer,Android,9.6,4.5,4,8.9,8,18,3,5.6
U4002,23,Female,Professional,Android,4.3,5.9,6,4.9,2,30,3,8.5
U4003,60,Male,Student,Android,7.5,7.6,8,4.8,7,23,6,4.3
U4004,58,Male,Professional,Android,7.0,6.5,10,4.6,1,19,3,6.4
U4005,39,Male,Freelancer,Android,5.1,7.0,9,4.4,4,29,6,3.6
U4006,46,Other,Student,iOS,8.5,1.2,4,5.0,9,53,2,8.7
U4007,18,Female,Freelancer,Android,8.3,5.7,1,8.5,10,33,5,10.4
U4008,34,Male,Professional,iOS,4.9,4.7,4,7.7,1,46,2,9.8
U4009,31,Other,Student,iOS,11.5,1.3,9,5.1,10,36,5,8.1
U4010,33,Female,Business Owner,iOS,9.6,3.7,7,4.8,10,37,1,8.0
U4011,22,Male,Business Owner,Android,2.6,5.5,6,7.7,5,9,1,4.5
U4012,40,Other,Professional,Android,11.6,6.5,4,5.9,3,34,3,4.6
U4013,34,Female,Student,Android,4.7,5.4,10,6.4,5,11,3,4.1
U4014,24,Male,Freelancer,Android,1.5,3.3,4,8.3,6,16,6,11.9
U4015,18,Other,Freelancer,Android,8.2,4.1,2,7.9,9,8,5,4.1
U4016,21,Male,Professional,iOS,9.0,2.6,9,7.7,9,21,5,12.3
U4017,42,Female,Business Owner,iOS,9.9,4.7,6,8.8,10,5,5,7.6
U4018,46,Female,Student,iOS,11.2,1.5,3,7.0,8,28,0,3.4
U4019,44,Female,Professional,iOS,10.9,5.5,9,4.7,1,12,3,2.4
U4020,28,Other,Freelancer,Android,10.1,6.5,8,6.7,1,54,6,9.0
U4021,44,Male,Freelancer,iOS,3.1,1.8,9,7.2,9,42,1,8.2
U4022,49,Other,Professional,Android,4.4,1.3,6,6.0,2,18,5,9.0
U4023,42,Male,Student,iOS,3.3,1.4,2,5.5,1,30,6,12.1
U4024,40,Female,Student,iOS,2.1,7.7,7,6.6,1,27,3,13.7
U4025,52,Other,Business Owner,Android,5.0,2.9,8,7.5,10,40,6,6.1
U4026,42,Female,Professional,Android,1.6,6.0,2,5.8,10,10,0,12.5
U4027,24,Female,Freelancer,Android,10.4,4.9,4,6.6,10,25,1,13.1
U4028,48,Other,Business Owner,iOS,11.7,2.4,5,4.5,9,36,2,6.3
U4029,54,Other,Professional,iOS,4.2,4.2,6,7.9,5,40,4,2.3
U4030,59,Female,Business Owner,Android,5.0,3.4,10,5.3,1,10,1,9.7
U4031,32,Male,Freelancer,iOS,3.5,2.5,5,6.5,1,6,3,8.4
U4032,28,Other,Professional,Android,2.5,3.2,6,6.6,1,24,1,4.0
U4033,46,Other,Business Owner,Android,5.4,7.2,1,7.1,6,17,3,4.3
U4034,22,Other,Freelancer,Android,8.7,0.8,6,8.2,4,57,5,8.8
U4035,20,Female,Freelancer,Android,6.5,7.8,7,8.8,3,26,6,8.8
U4036,36,Other,Student,Android,4.8,5.5,1,4.8,1,45,2,2.4
U4037,19,Female,Business Owner,iOS,10.8,5.7,7,5.7,1,56,1,13.1
U4038,38,Female,Student,iOS,12.0,7.2,9,4.4,8,40,0,2.6
U4039,34,Other,Student,iOS,3.4,3.0,8,7.4,7,39,3,12.8
U4040,24,Other,Professional,iOS,1.1,4.8,9,5.7,1,52,0,3.5
U4041,22,Other,Freelancer,Android,6.8,1.2,10,5.0,8,35,2,13.6
U4042,39,Female,Professional,iOS,1.9,5.2,4,4.8,4,53,5,7.8
U4043,28,Male,Professional,Android,11.9,4.1,1,8.2,10,51,1,11.4
U4044,42,Other,Professional,iOS,1.2,7.6,3,6.3,4,10,5,2.9
U4045,28,Female,Freelancer,iOS,8.4,7.5,3,6.8,4,51,4,12.8
U4046,22,Other,Freelancer,Android,11.8,1.7,2,8.0,4,26,1,4.5
U4047,53,Male,Student,Android,11.3,2.1,4,7.0,4,16,1,6.9
U4048,23,Other,Freelancer,Android,9.8,4.7,7,5.8,7,11,5,12.5
U4049,39,Female,Freelancer,Android,3.3,4.5,5,6.9,9,6,0,9.6
U4050,56,Male,Student,Android,3.9,5.8,4,6.5,10,7,2,2.6
U4051,57,Other,Freelancer,iOS,11.2,0.5,7,6.0,2,53,2,13.5
U4052,48,Other,Business Owner,iOS,7.7,8.0,2,8.4,1,52,0,11.2
U4053,19,Male,Student,iOS,8.1,3.4,6,7.3,2,55,5,4.4
U4054,45,Female,Student,Android,11.0,2.1,10,7.7,6,21,1,10.4
U4055,59,Female,Business Owner,Android,5.9,3.3,5,7.9,7,41,0,13.6
U4056,28,Other,Professional,iOS,6.1,2.9,10,8.2,4,52,0,5.0
U4057,56,Male,Student,Android,6.2,0.7,2,4.5,10,19,5,13.4
U4058,45,Female,Student,Android,2.1,4.4,6,4.6,3,41,2,10.9
U4059,28,Female,Professional,iOS,9.0,7.9,6,7.6,9,56,1,3.3
U4060,21,Male,Student,Android,10.3,5.5,1,8.9,3,28,1,4.6
U4061,24,Other,Student,iOS,7.8,1.6,6,4.1,4,57,2,13.3
U4062,39,Other,Student,Android,11.1,0.8,7,7.3,9,44,3,7.5
U4063,31,Female,Student,iOS,8.4,5.9,4,8.4,6,17,5,13.6
U4064,30,Other,Freelancer,iOS,1.5,7.5,2,7.1,9,29,3,7.0
U4065,44,Female,Student,iOS,11.2,4.3,7,5.7,4,53,0,11.8
U4066,53,Male,Professional,iOS,8.2,5.3,2,8.1,2,8,5,8.9
U4067,52,Other,Freelancer,Android,5.4,3.0,8,7.2,7,51,0,2.7
U4068,34,Female,Business Owner,iOS,9.4,6.3,6,7.5,3,21,4,2.5
U4069,60,Male,Student,iOS,10.5,6.8,8,6.6,6,50,5,10.2
U4070,36,Female,Freelancer,iOS,10.0,3.0,1,4.0,3,7,0,8.8
U4071,37,Other,Business Owner,Android,7.1,5.2,9,4.6,10,55,2,2.5
U4072,33,Male,Student,Android,9.9,5.5,2,4.7,8,23,6,6.9
U4073,24,Other,Professional,iOS,1.1,6.2,9,8.2,7,7,5,2.4
U4074,21,Male,Professional,Android,11.8,6.6,10,5.4,8,36,5,12.2
U4075,43,Female,Freelancer,Android,8.9,2.4,4,8.5,3,45,5,6.8
U4076,54,Male,Student,iOS,1.2,1.8,7,6.2,7,21,4,12.9
U4077,53,Other,Professional,iOS,3.0,1.5,10,8.9,1,8,1,8.6
U4078,49,Male,Student,Android,7.6,4.4,3,8.3,7,30,5,2.4
U4079,27,Male,Student,iOS,6.3,5.0,5,6.2,1,14,6,7.7
U4080,21,Male,Student,iOS,7.0,3.5,9,4.9,5,58,5,6.0
U4081,41,Male,Freelancer,iOS,10.4,3.9,7,8.6,9,11,6,12.7
U4082,18,Other,Freelancer,Android,10.9,5.2,5,5.4,7,23,6,13.1
U4083,45,Other,Professional,Android,8.7,1.5,3,6.6,6,34,2,2.1
U4084,23,Female,Business Owner,iOS,7.6,4.1,3,8.3,7,59,4,2.6
U4085,36,Female,Student,Android,9.0,6.8,4,4.6,4,8,5,13.3
U4086,60,Male,Business Owner,Android,11.2,2.6,1,8.8,3,31,2,3.4
U4087,58,Male,Professional,Android,2.9,3.0,2,4.7,7,16,4,6.7
U4088,56,Female,Professional,iOS,6.8,7.2,4,9.0,4,7,2,13.1
U4089,48,Female,Business Owner,iOS,10.6,4.7,8,5.5,2,29,2,6.1
U4090,30,Other,Student,Android,10.3,3.9,4,4.4,3,19,3,4.7
U4091,24,Male,Professional,Android,6.4,5.4,7,7.0,8,48,2,10.0
U4092,19,Female,Business Owner,Android,10.8,6.1,3,7.2,10,53,6,6.0
U4093,31,Female,Student,iOS,8.8,2.4,10,7.4,4,27,3,11.2
U4094,28,Other,Professional,iOS,9.8,4.3,3,7.3,7,36,4,3.8
U4095,58,Female,Freelancer,iOS,6.4,7.8,1,8.7,8,57,6,13.6
U4096,36,Female,Professional,iOS,1.5,7.8,6,7.9,7,26,3,11.8
U4097,23,Female,Business Owner,Android,4.3,3.2,6,7.0,4,15,4,6.7
U4098,48,Male,Business Owner,Android,8.7,4.5,8,7.0,8,51,3,2.9
U4099,25,Other,Business Owner,iOS,1.9,2.0,10,8.2,10,45,3,12.5
U4100,37,Female,Student,Android,2.8,3.0,10,7.5,8,44,4,4.6
U4101,43,Female,Freelancer,iOS,2.0,1.7,3,7.1,4,48,4,4.9
U4102,48,Other,Student,Android,4.2,1.5,4,7.9,2,48,6,7.8
U4103,49,Female,Professional,Android,1.5,0.7,5,5.2,6,41,0,2.1
U4104,60,Other,Business Owner,Android,2.4,0.6,5,7.1,1,60,0,13.6
U4105,34,Female,Student,Android,2.9,2.4,3,5.4,1,12,6,8.6
U4106,23,Male,Professional,Android,7.0,1.7,3,6.9,5,11,4,9.8
U4107,59,Male,Student,iOS,9.3,4.5,7,4.6,2,24,5,7.7
U4108,52,Other,Student,Android,6.2,4.3,7,6.8,5,7,2,11.2
U4109,42,Female,Student,iOS,8.2,6.5,2,8.1,4,29,6,2.5
