User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U22001,19,Other,Professional,iOS,2.5,4.5,10,7.1,5,6,1,8.1
U22002,45,Male,Professional,iOS,8.5,3.8,10,7.5,5,39,0,13.2
U22003,26,Male,Student,iOS,4.2,3.6,8,5.5,7,56,4,11.1
U22004,33,Male,Professional,iOS,8.6,3.6,5,5.0,2,8,3,8.1
U22005,41,Male,Student,Android,3.2,4.3,10,5.5,2,15,3,5.0
U22006,34,Male,Business Owner,Android,10.7,4.9,9,8.8,9,51,5,13.7
U22007,43,Male,Freelancer,Android,10.0,3.9,3,7.9,5,5,4,7.7
U22008,42,Female,Student,iOS,8.9,3.0,10,4.1,10,37,4,9.0
U22009,26,Male,Freelancer,iOS,2.7,5.6,4,7.0,2,41,1,2.3
U22010,58,Male,Business Owner,Android,7.9,3.4,2,4.5,3,30,2,8.9
U22011,29,Male,Student,Android,6.0,4.6,2,5.1,7,17,1,10.6
U22012,44,Female,Professional,iOS,4.9,4.2,4,8.9,1,23,1,7.5
U22013,39,Male,Business Owner,iOS,2.0,4.5,2,8.4,8,50,2,8.1
U22014,36,Female,Business Owner,iOS,1.3,1.0,3,5.2,8,26,1,12.5
U22015,21,Female,Student,Android,11.1,4.8,7,6.3,6,11,2,6.4
U22016,24,Female,Business Owner,iOS,6.9,2.4,1,7.9,9,27,2,11.6
U22017,43,Male,Student,iOS,10.8,4.6,9,7.1,1,12,3,5.6
U22018,58,Male,Professional,Android,2.9,5.6,5,6.2,10,56,4,6.1
U22019,39,Other,Student,Android,2.3,3.7,6,8.9,7,46,0,9.6
U22020,56,Other,Business Owner,iOS,11.2,5.0,4,7.5,8,30,5,8.3
U22021,56,Male,Student,iOS,11.0,2.8,6,5.1,3,59,1,10.5
U22022,40,Other,Professional,Android,2.2,7.2,3,8.0,2,44,4,4.0
U22023,32,Other,Student,iOS,6.9,1.2,5,6.3,8,30,5,12.6
U22024,21,Female,Business Owner,Android,11.2,6.0,7,4.6,1,22,1,6.1
U22025,18,Male,Student,iOS,1.3,7.2,1,4.4,5,26,3,9.0
U22026,45,Other,Freelancer,Android,10.5,4.4,8,6.3,5,31,1,2.3
U22027,28,Other,Student,iOS,9.3,3.2,9,4.7,7,44,5,13.5
U22028,29,Other,Student,Android,10.4,4.9,9,7.4,10,16,4,13.4
U22029,25,Female,Professional,iOS,4.3,5.2,9,6.2,8,12,3,7.9
U22030,29,Other,Business Owner,iOS,9.8,5.9,4,8.8,2,54,5,13.6
U22031,27,Other,Freelancer,Android,2.0,7.1,7,5.6,9,16,0,6.2
U22032,36,Male,Student,iOS,7.7,7.4,7,8.4,1,44,5,10.8
U22033,29,Male,Student,iOS,1.6,4.0,10,5.7,10,60,5,8.6
U22034,46,Male,Professional,iOS,4.1,7.6,7,5.7,8,55,5,4.2
U22035,45,Male,Student,Android,4.5,3.5,7,6.5,8,26,3,3.4
U22036,48,Female,Freelancer,iOS,2.6,6.5,3,5.0,9,56,0,8.8
U22037,60,Male,Business Owner,Android,11.3,2.2,2,4.9,1,43,2,7.6
U22038,48,Other,Professional,Android,3.3,1.7,7,6.3,6,35,4,13.7
U22039,37,Male,Freelancer,Android,1.5,3.6,6,6.2,5,14,3,11.0
U22040,43,Female,Professional,Android,11.5,6.0,7,8.3,8,25,4,13.4
U22041,26,Male,Freelancer,Android,2.6,5.2,10,8.5,4,44,1,9.5
U22042,38,Other,Business Owner,Android,11.7,1.8,4,5.7,4,55,5,9.4
U22043,57,Other,Student,Android,3.9,6.9,9,8.9,1,12,0,5.9
U22044,22,Other,Student,iOS,2.9,4.1,8,7.1,9,34,3,9.4
U22045,42,Male,Professional,Android,4.9,6.4,8,4.2,1,36,3,6.1
U22046,19,Other,Freelancer,iOS,5.8,4.9,2,5.2,3,13,3,8.3
U22047,24,Male,Student,iOS,1.3,6.6,3,8.1,10,56,0,13.0
U22048,23,Female,Professional,Android,2.2,0.5,4,6.3,9,60,1,6.0
U22049,29,Female,Freelancer,Android,11.9,2.0,1,7.5,2,36,3,11.8
U22050,35,Female,Professional,Android,7.1,2.0,7,6.3,7,42,2,4.0
U22051,24,Other,Business Owner,Android,8.6,4.4,9,8.8,4,8,5,5.5
U22052,23,Female,Freelancer,Android,10.7,3.2,3,6.1,7,43,3,4.0
U22053,41,Male,Business Owner,Android,9.3,2.8,4,5.3,6,38,5,6.4
U22054,50,Male,Student,iOS,11.8,2.6,10,8.0,2,10,6,11.9
U22055,34,Other,Business Owner,iOS,7.9,8.0,1,6.8,3,41,2,3.4
U22056,52,Other,Professional,iOS,4.6,4.2,5,4.6,7,7,4,13.5
U22057,51,Other,Student,Android,4.5,7.3,6,5.5,8,19,4,9.1
U22058,58,Male,Professional,Android,2.3,2.3,9,5.6,1,16,1,13.1
U22059,42,Other,Business Owner,Android,6.8,0.8,4,4.5,1,39,5,2.5
U22060,21,Male,Professional,Android,1.7,1.3,9,5.2,3,40,4,6.6
U22061,18,Female,Business Owner,Android,4.8,2.4,6,6.5,10,23,1,9.5
U22062,52,Other,Student,Android,1.3,0.6,7,6.4,10,7,6,3.0
U22063,18,Male,Freelancer,Android,8.8,3.3,9,5.5,9,30,1,5.1
U22064,24,Male,Business Owner,iOS,1.5,5.8,2,7.3,8,28,0,4.6
U22065,48,Male,Student,Android,10.2,5.2,5,6.8,7,29,3,8.7
U22066,55,Male,Freelancer,iOS,3.8,2.5,1,6.1,8,59,1,12.3
U22067,51,Male,Student,iOS,6.6,1.3,6,8.3,2,23,2,6.0
U22068,43,Other,Business Owner,iOS,1.5,4.5,3,5.1,4,48,4,13.9
U22069,48,Male,Professional,iOS,10.4,0.6,5,5.9,6,37,1,12.6
U22070,49,Male,Freelancer,Android,9.7,1.8,10,6.0,3,48,3,11.5
U22071,53,Other,Business Owner,Android,8.4,5.9,7,8.6,6,56,5,3.3
U22072,26,Female,Student,iOS,1.3,4.0,7,8.4,9,24,0,9.6
U22073,30,Female,Student,iOS,3.3,7.9,1,6.4,4,39,1,5.5
U22074,23,Male,Professional,iOS,6.5,7.4,6,6.4,4,20,5,4.2
U22075,29,Male,Professional,iOS,4.2,1.6,7,4.6,4,23,5,9.1
U22076,54,Female,Freelancer,iOS,11.1,4.2,2,8.4,2,54,4,12.2
U22077,56,Male,Student,iOS,5.1,5.1,5,5.9,8,15,4,10.0
U22078,40,Other,Business Owner,iOS,10.9,0.8,5,5.0,10,36,0,11.1
U22079,46,Male,Professional,Android,11.1,0.6,10,8.1,10,5,0,3.7
U22080,18,Female,Freelancer,iOS,1.9,4.0,5,8.1,2,27,3,13.4
U22081,35,Other,Freelancer,iOS,11.5,2.2,9,4.2,3,16,2,9.4
U22082,46,Female,Business Owner,Android,2.2,3.9,4,8.9,6,52,6,7.5
U22083,26,Female,Professional,iOS,11.2,2.3,2,4.2,10,60,1,11.4
U22084,44,Female,Freelancer,Android,4.7,7.3,2,6.3,4,16,4,5.0
U22085,34,Other,Freelancer,Android,10.1,0.9,8,4.5,10,16,6,12.4
U22086,28,Female,Professional,iOS,2.1,2.8,1,5.9,3,19,6,8.4
U22087,58,Other,Business Owner,Android,2.6,5.4,8,6.1,8,50,6,6.5
U22088,45,Female,Business Owner,iOS,1.5,2.6,4,4.4,8,30,0,3.7
U22089,22,Male,Professional,Android,8.7,2.6,10,8.7,10,10,6,9.8
U22090,27,Male,Student,iOS,2.5,6.6,7,7.6,1,49,1,9.5
U22091,25,Male,Professional,Android,1.0,3.7,3,5.6,4,51,3,2.0
U22092,28,Other,Student,Android,5.8,2.6,1,8.4,9,30,5,13.0
U22093,21,Other,Student,Android,6.3,3.9,10,6.2,6,51,4,4.3
U22094,31,Female,Freelancer,iOS,1.5,0.8,10,7.5,2,35,1,6.6
U22095,51,Male,Freelancer,iOS,6.6,3.1,6,7.7,8,38,0,10.3
U22096,34,Female,Business Owner,Android,6.3,1.3,8,4.1,7,40,1,8.6
U22097,32,Other,Student,Android,5.0,0.7,9,5.2,2,38,1,11.4
U22098,48,Other,Freelancer,iOS,7.9,6.8,6,5.4,10,44,1,8.6
U22099,39,Male,Student,iOS,1.1,1.0,7,4.4,9,5,1,2.8
U22100,32,Male,Business Owner,iOS,4.6,5.6,10,6.7,4,27,1,11.4
U22101,45,Female,Business Owner,Android,5.0,6.8,4,4.3,7,26,6,3.7
U22102,40,Other,Freelancer,iOS,2.7,4.1,7,8.2,7,17,5,8.6
U22103,55,Other,Freelancer,Android,5.6,7.3,1,5.5,1,17,1,2.1
U22104,42,Male,Freelancer,Android,6.8,6.1,9,6.3,5,29,4,2.1
U22105,52,Other,Student,iOS,6.0,3.9,5,7.6,3,56,0,11.4
U22106,21,Male,Business Owner,Android,11.1,6.8,8,4.5,4,44,4,6.3
U22107,47,Other,Business Owner,Android,8.1,7.7,9,5.5,7,7,0,5.5
U22108,53,Other,Business Owner,iOS,4.4,3.9,2,5.5,6,47,4,6.3
U22109,40,Male,Freelancer,iOS,7.9,5.9,10,5.5,2,43,4,6.5
U22110,58,Male,Professional,iOS,1.9,7.2,3,4.7,9,56,1,5.9
U22111,28,Female,Professional,Android,10.9,3.7,5,6.1,3,41,2,7.7
U22112,41,Male,Student,Android,1.1,3.6,1,4.8,8,40,4,10.6
U22113,34,Male,Business Owner,iOS,3.7,6.9,10,5.0,4,19,5,8.4
U22114,50,Female,Freelancer,iOS,6.2,6.3,6,5.8,4,58,2,12.7
U22115,29,Female,Business Owner,iOS,2.9,3.4,10,5.0,3,44,4,4.5
U22116,37,Other,Freelancer,iOS,2.9,6.7,5,5.6,5,55,6,2.5
U22117,26,Other,Business Owner,iOS,2.4,3.2,10,6.6,9,14,3,5.4
U22118,25,Other,Student,iOS,11.3,2.7,4,5.0,2,7,3,13.0
U22119,60,Male,Professional,Android,4.5,1.7,6,4.5,6,47,1,4.0
U22120,53,Female,Business Owner,iOS,1.3,3.6,1,4.0,5,25,5,11.7
U22121,32,Female,Student,iOS,9.4,6.1,9,8.8,5,20,3,7.3
U22122,50,Other,Student,iOS,2.0,7.7,8,8.6,1,50,0,6.6
U22123,38,Other,Business Owner,iOS,3.8,1.7,8,7.1,2,38,6,9.9
U22124,34,Other,Student,iOS,1.2,5.9,8,5.1,3,6,0,2.5
U22125,41,Female,Freelancer,Android,4.9,2.5,9,4.9,7,25,3,3.3
U22126,35,Female,Business Owner,iOS,1.9,1.9,10,5.4,5,28,6,10.6
U22127,21,Female,Freelancer,iOS,8.2,1.7,2,4.6,1,8,3,8.8
U22128,20,Female,Professional,Android,1.2,0.6,9,4.2,4,11,0,3.6
U22129,45,Female,Business Owner,Android,3.4,3.2,10,7.2,3,50,2,3.2
U22130,34,Female,Freelancer,Android,5.5,1.7,5,4.1,5,27,2,10.5
U22131,37,Female,Business Owner,iOS,5.3,7.1,9,8.5,10,38,3,10.1
U22132,59,Male,Student,iOS,10.2,1.8,4,6.1,5,33,5,5.0
U22133,41,Other,Freelancer,Android,8.6,4.0,7,6.2,6,48,0,8.1
U22134,36,Female,Freelancer,Android,9.1,7.2,4,6.2,6,10,2,13.5
U22135,59,Other,Business Owner,Android,9.6,1.4,2,7.0,4,52,2,9.6
U22136,47,Male,Professional,Android,7.3,6.1,2,4.6,3,43,0,6.3
U22137,39,Other,Freelancer,iOS,10.1,2.3,8,5.6,9,35,1,9.3
U22138,27,Other,Freelancer,iOS,5.0,3.5,4,6.9,7,30,0,8.1
U22139,30,Male,Student,Android,6.0,6.0,2,4.3,1,52,4,11.5
U22140,22,Female,Freelancer,iOS,2.1,7.8,10,4.7,7,23,5,11.5
U22141,25,Female,Professional,Android,8.8,3.7,6,6.0,7,28,2,2.1
U22142,26,Male,Student,Android,6.6,7.3,7,8.3,10,38,0,3.0
U22143,30,Male,Freelancer,iOS,10.1,5.5,7,5.8,3,8,4,10.1
U22144,27,Male,Professional,Android,7.7,5.2,6,6.0,9,57,4,8.4
U22145,46,Other,Business Owner,iOS,8.0,3.4,9,7.9,2,7,0,2.1
U22146,36,Female,Professional,Android,1.9,3.9,4,9.0,7,51,4,8.6
U22147,52,Female,Business Owner,iOS,9.1,4.9,4,7.9,3,49,2,7.8
U22148,57,Other,Business Owner,Android,8.9,7.5,7,7.8,1,31,2,12.9
U22149,49,Male,Professional,iOS,1.5,3.7,2,5.6,7,24,1,7.5
