User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U1001,38,Other,Freelancer,Android,11.6,6.8,2,7.0,7,46,1,2.5
U1002,60,Other,Professional,iOS,10.4,2.1,1,4.2,8,47,4,13.4
U1003,24,Female,Freelancer,iOS,5.7,3.4,5,7.3,4,45,0,11.0
U1004,28,Female,Freelancer,iOS,1.0,1.4,1,4.8,6,30,5,7.8
U1005,39,Male,Professional,iOS,7.2,0.9,10,6.4,4,42,5,2.8
U1006,44,Female,Professional,Android,6.0,1.5,4,6.3,4,37,0,9.4
U1007,49,Male,Student,Android,1.6,3.4,5,5.0,5,25,2,8.7
U1008,36,Other,Professional,Android,2.4,3.8,9,8.3,10,6,4,10.6
U1009,60,Male,Professional,iOS,7.6,0.6,6,6.3,8,51,3,10.7
U1010,43,Female,Business Owner,Android,2.2,1.9,2,4.1,5,27,1,9.6
U1011,53,Male,Student,iOS,5.8,3.7,5,7.5,7,28,5,13.7
U1012,20,Male,Professional,Android,11.8,7.6,3,4.0,3,8,3,6.5
U1013,47,Other,Business Owner,iOS,10.9,4.2,8,6.3,3,49,3,4.4
U1014,23,Male,Freelancer,Android,3.7,1.2,7,6.3,10,9,3,7.1
U1015,38,Other,Student,Android,10.3,5.1,8,6.1,6,56,0,13.8
U1016,34,Female,Freelancer,Android,1.0,6.0,10,7.6,6,47,0,8.9
U1017,38,Other,Business Owner,iOS,5.0,7.5,10,8.7,7,27,4,9.7
U1018,25,Female,Business Owner,Android,5.4,3.0,6,5.7,2,45,5,12.6
U1019,43,Other,Business Owner,iOS,6.4,5.2,9,7.5,9,33,2,4.6
U1020,50,Other,Professional,Android,8.8,3.1,10,5.7,3,54,3,13.8
U1021,18,Other,Professional,Android,11.6,5.3,2,4.4,9,58,1,12.5
U1022,60,Female,Freelancer,iOS,8.2,4.1,5,7.4,2,59,0,2.9
U1023,52,Female,Professional,iOS,6.7,3.3,9,8.8,3,53,4,4.7
U1024,47,Other,Student,iOS,1.9,3.1,4,8.9,4,37,6,2.4
U1025,44,Male,Student,iOS,10.8,4.5,2,5.1,10,21,0,8.0
U1026,21,Other,Business Owner,Android,7.6,2.6,6,8.5,7,20,3,6.3
U1027,30,Other,Business Owner,iOS,5.9,2.3,7,8.1,6,60,0,6.7
U1028,51,Female,Student,iOS,6.4,7.7,7,7.8,6,19,4,5.9
U1029,41,Male,Student,iOS,2.4,7.8,7,8.6,7,44,6,11.8
