User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U24001,22,Other,Professional,iOS,6.6,3.0,2,5.0,5,44,6,13.6
U24002,37,Female,Business Owner,Android,4.1,2.2,2,4.9,9,17,2,12.2
U24003,57,Other,Professional,Android,2.6,4.7,6,6.9,3,21,2,11.9
U24004,25,Female,Student,Android,5.1,6.6,4,8.9,4,40,4,7.1
U24005,43,Other,Business Owner,iOS,11.5,2.4,4,4.3,2,34,0,5.9
U24006,54,Other,Business Owner,iOS,1.3,7.1,8,4.8,7,37,4,9.6
U24007,56,Other,Professional,iOS,7.8,5.1,6,8.9,2,17,2,2.2
U24008,55,Other,Professional,Android,5.1,2.2,5,7.4,10,46,4,11.2
U24009,33,Male,Professional,iOS,1.8,0.8,9,8.1,1,30,5,2.8
U24010,56,Female,Student,iOS,10.1,5.8,6,6.3,10,33,1,8.7
U24011,33,Other,Student,Android,11.0,0.7,9,5.1,3,31,0,3.1
U24012,34,Female,Student,Android,10.1,2.8,2,5.0,4,33,0,7.4
U24013,35,Female,Freelancer,Android,9.4,2.9,2,5.1,7,40,6,10.7
U24014,55,Female,Freelancer,Android,3.1,2.3,2,6.6,7,44,2,6.8
U24015,46,Other,Student,Android,8.8,3.1,1,4.9,8,44,4,9.4
U24016,36,Male,Professional,iOS,5.2,5.1,9,7.3,5,26,6,8.1
U24017,32,Male,Student,Android,3.5,5.3,8,8.7,10,58,6,10.0
U24018,54,Female,Business Owner,Android,5.4,6.9,5,7.9,6,29,6,12.8
U24019,35,Other,Freelancer,Android,9.6,3.4,4,6.4,7,46,2,13.9
U24020,44,Female,Professional,iOS,7.2,7.1,10,8.0,5,37,2,2.8
U24021,34,Female,Business Owner,Android,11.4,1.5,10,8.7,2,19,1,12.2
U24022,19,Male,Professional,iOS,4.4,6.6,4,6.0,1,19,4,8.0
U24023,51,Male,Student,Android,7.0,3.8,10,5.2,8,44,4,10.0
U24024,60,Other,Freelancer,Android,3.3,6.2,2,8.3,8,16,2,4.7
U24025,53,Female,Freelancer,iOS,9.8,5.6,2,4.1,4,12,1,13.7
U24026,28,Female,Business Owner,Android,2.7,1.5,8,6.8,7,32,5,4.3
U24027,27,Female,Professional,Android,7.0,4.6,10,4.7,3,58,3,6.9
U24028,32,Male,Freelancer,iOS,8.2,4.5,2,7.0,1,24,5,7.6
U24029,21,Female,Business Owner,iOS,1.9,3.8,4,5.5,2,39,6,5.1
U24030,55,Female,Professional,iOS,1.6,5.0,6,7.0,4,41,4,13.1
U24031,39,Male,Business Owner,iOS,7.3,6.0,4,4.5,10,37,0,5.2
U24032,50,Male,Business Owner,iOS,1.3,5.0,10,6.4,1,36,3,8.1
U24033,44,Other,Student,Android,10.1,3.4,10,4.8,2,24,2,3.1
U24034,26,Female,Freelancer,Android,11.0,1.5,9,5.6,2,42,6,6.0
U24035,56,Female,Professional,Android,10.1,5.8,5,8.4,5,23,3,9.2
U24036,48,Male,Freelancer,iOS,7.7,2.2,5,4.9,4,5,6,9.3
U24037,31,Female,Freelancer,iOS,3.7,4.4,3,4.2,2,11,0,7.8
U24038,54,Female,Business Owner,iOS,7.3,3.4,5,8.2,5,16,0,9.9
U24039,60,Other,Professional,iOS,4.5,7.5,5,4.6,3,12,0,4.3
U24040,52,Other,Professional,iOS,11.0,3.3,9,8.9,8,26,2,13.1
U24041,59,Other,Student,Android,6.3,0.5,5,4.9,4,47,4,12.7
U24042,51,Male,Business Owner,iOS,2.2,3.1,5,6.8,3,30,3,9.1
U24043,55,Other,Professional,iOS,2.9,7.3,9,7.5,3,42,5,4.6
U24044,35,Male,Business Owner,iOS,2.1,5.6,7,5.4,8,42,6,3.4
U24045,24,Female,Professional,Android,9.3,0.6,3,8.8,6,41,2,3.1
U24046,33,Male,Student,Android,1.3,1.5,10,4.3,10,35,2,4.8
U24047,28,Female,Professional,Android,4.9,4.2,8,7.5,1,5,6,12.9
U24048,24,Other,Freelancer,iOS,5.4,7.1,8,6.5,8,53,3,8.1
U24049,18,Male,Business Owner,Android,6.4,7.3,4,5.1,8,59,1,8.7
U24050,54,Male,Business Owner,Android,8.4,1.2,3,5.8,7,11,4,2.7
U24051,46,Male,Business Owner,iOS,9.1,6.0,7,8.5,8,10,4,13.4
U24052,26,Other,Student,Android,11.6,5.2,5,5.5,3,43,3,10.5
U24053,21,Female,Freelancer,Android,9.7,6.7,1,5.3,3,60,0,6.7
U24054,29,Female,Business Owner,Android,10.0,6.7,10,8.1,2,8,4,4.5
U24055,25,Female,Freelancer,iOS,9.0,2.6,1,7.7,2,55,5,5.6
U24056,48,Male,Business Owner,Android,2.4,2.0,4,8.7,8,55,0,8.6
U24057,20,Male,Student,Android,6.8,3.5,3,6.6,2,34,0,2.3
U24058,48,Female,Freelancer,Android,1.6,3.8,3,8.8,2,38,5,8.0
U24059,38,Other,Professional,iOS,2.6,5.2,7,5.4,1,45,6,13.2
U24060,37,Female,Business Owner,Android,9.2,2.8,9,5.8,4,9,3,3.8
U24061,51,Other,Business Owner,Android,6.5,3.3,3,4.8,9,45,3,3.3
U24062,40,Female,Student,Android,7.2,6.1,6,6.3,3,15,5,8.9
U24063,30,Male,Freelancer,Android,4.8,0.7,10,7.2,8,29,5,6.7
U24064,36,Female,Professional,Android,8.0,6.9,5,6.6,1,51,1,3.9
U24065,58,Other,Professional,iOS,8.4,6.5,4,7.6,1,55,0,10.9
U24066,44,Female,Professional,Android,9.9,7.8,2,5.7,5,39,0,8.0
U24067,41,Other,Student,iOS,8.7,7.8,6,7.6,10,42,0,3.5
U24068,39,Female,Professional,iOS,2.6,2.5,2,5.9,2,22,5,4.9
U24069,48,Other,Professional,Android,1.7,1.8,5,8.2,5,28,1,12.0
U24070,55,Male,Student,Android,5.2,1.0,9,5.8,4,10,5,13.8
U24071,26,Male,Student,iOS,10.2,4.6,4,7.9,1,40,3,4.1
