User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U39001,38,Male,Professional,iOS,1.0,1.8,2,6.3,9,51,6,11.1
U39002,52,Female,Freelancer,iOS,9.8,5.5,7,5.3,7,26,2,13.9
U39003,27,Female,Student,Android,5.4,7.0,5,7.3,3,52,0,10.8
U39004,41,Other,Professional,iOS,8.5,2.8,9,5.6,7,16,4,2.5
U39005,53,Female,Freelancer,Android,10.6,2.9,1,7.4,10,33,6,13.7
U39006,39,Other,Student,iOS,3.3,7.9,8,4.8,6,51,2,2.7
U39007,35,Male,Freelancer,Android,6.7,0.9,7,5.0,5,12,0,5.3
U39008,40,Male,Freelancer,Android,2.0,7.2,8,8.3,2,51,6,5.7
U39009,38,Male,Professional,iOS,3.2,3.6,1,5.3,9,30,3,3.9
U39010,25,Female,Freelancer,iOS,5.3,4.5,3,5.3,1,47,2,6.4
U39011,31,Male,Freelancer,Android,1.2,4.7,2,6.1,8,56,3,7.1
U39012,57,Male,Freelancer,iOS,7.8,6.8,6,4.9,9,19,5,4.0
U39013,25,Other,Business Owner,iOS,6.3,4.1,5,8.2,8,53,0,5.2
U39014,54,Female,Business Owner,iOS,1.0,5.1,6,6.4,3,6,2,10.4
U39015,44,Other,Student,iOS,2.5,5.8,1,5.7,4,35,6,3.0
U39016,19,Female,Student,iOS,5.4,1.3,4,4.1,10,59,4,9.8
U39017,31,Male,Freelancer,Android,11.8,7.3,9,5.3,9,48,5,12.9
U39018,37,Female,Freelancer,iOS,5.4,2.7,7,6.8,1,59,1,6.4
U39019,51,Male,Business Owner,iOS,7.7,2.5,1,8.8,9,58,5,2.2
U39020,28,Male,Freelancer,iOS,2.1,7.0,4,5.2,8,41,6,10.6
U39021,33,Female,Professional,Android,2.9,6.6,5,6.4,10,9,0,13.4
U39022,45,Female,Professional,Android,2.7,1.3,3,8.7,5,46,4,13.7
U39023,49,Other,Freelancer,iOS,12.0,2.0,10,4.3,2,16,2,4.9
U39024,52,Other,Freelancer,Android,3.6,0.8,9,4.3,10,29,0,2.7
U39025,53,Other,Freelancer,iOS,9.5,6.0,8,6.9,8,25,5,13.2
U39026,31,Female,Professional,iOS,8.6,1.3,5,8.6,4,42,5,8.8
U39027,53,Female,Professional,Android,8.8,2.4,6,4.5,1,13,1,8.6
U39028,49,Male,Student,Android,5.2,2.2,6,7.0,9,46,6,4.4
U39029,30,Other,Business Owner,Android,9.8,1.0,2,6.4,1,57,0,5.0
U39030,43,Other,Business Owner,Android,7.4,1.8,7,7.1,3,13,4,3.1
U39031,54,Female,Student,Android,11.0,7.9,5,8.4,9,24,3,12.9
U39032,58,Other,Student,iOS,9.4,3.6,10,8.1,4,56,6,3.6
U39033,30,Other,Professional,iOS,4.8,2.4,6,5.4,7,49,2,12.0
U39034,27,Other,Freelancer,iOS,9.0,2.8,1,7.4,4,14,4,3.3
U39035,33,Other,Student,Android,6.9,6.1,9,6.9,1,45,4,5.9
U39036,52,Male,Business Owner,iOS,9.3,5.5,5,4.2,4,10,5,12.4
U39037,19,Female,Student,iOS,3.7,2.9,5,6.5,6,13,5,13.0
U39038,20,Other,Freelancer,iOS,3.0,5.4,2,4.8,8,12,6,2.5
U39039,34,Male,Freelancer,Android,8.9,5.2,7,6.9,7,22,5,9.0
U39040,33,Other,Freelancer,Android,9.1,1.8,9,4.1,6,5,4,11.9
U39041,44,Male,Freelancer,Android,11.7,2.2,6,7.8,1,49,5,2.2
U39042,34,Other,Business Owner,Android,1.2,3.8,3,5.8,9,50,2,8.9
U39043,46,Female,Freelancer,iOS,1.5,3.0,3,5.4,5,10,5,8.0
U39044,41,Other,Business Owner,Android,8.4,3.7,2,7.6,1,31,4,11.1
U39045,51,Other,Freelancer,Android,10.7,6.6,9,7.1,8,37,6,7.5
U39046,37,Male,Freelancer,Android,2.7,2.5,3,5.2,3,5,0,3.8
U39047,44,Male,Business Owner,Android,8.4,2.1,9,4.3,9,9,1,8.8
U39048,44,Other,Business Owner,Android,11.0,4.7,2,7.5,7,14,6,3.7
U39049,35,Other,Business Owner,Android,4.9,2.2,5,6.3,1,57,4,13.5
U39050,51,Other,Business Owner,iOS,6.9,7.2,7,7.2,3,23,6,5.9
U39051,45,Other,Freelancer,iOS,10.9,2.6,8,8.5,3,24,5,13.0
U39052,48,Male,Professional,Android,6.5,2.9,8,8.7,1,23,5,9.1
U39053,35,Other,Freelancer,Android,3.2,3.2,7,8.8,1,53,2,5.0
U39054,24,Female,Professional,iOS,9.0,7.0,8,4.2,3,49,5,3.6
U39055,43,Other,Student,Android,8.9,3.8,10,7.1,1,14,3,2.5
U39056,32,Other,Business Owner,iOS,10.6,4.0,7,7.6,9,33,4,10.5
U39057,49,Other,Professional,Android,3.0,2.3,7,7.6,8,31,4,10.3
U39058,23,Male,Freelancer,Android,4.7,7.1,2,8.7,3,29,4,10.9
U39059,26,Female,Student,Android,9.3,6.1,10,7.9,4,55,2,13.3
U39060,20,Other,Freelancer,iOS,7.5,7.3,6,5.5,5,9,4,5.0
U39061,43,Female,Professional,iOS,7.4,7.5,2,5.2,2,45,2,8.1
