User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U7001,44,Male,Freelancer,iOS,11.5,7.6,5,8.3,8,28,5,7.0
U7002,33,Female,Business Owner,iOS,5.3,5.8,2,5.8,8,29,6,6.4
U7003,57,Female,Student,iOS,7.5,1.9,5,5.5,3,36,0,6.1
U7004,33,Male,Freelancer,iOS,4.6,5.7,1,8.3,9,41,1,12.7
U7005,53,Other,Business Owner,Android,3.0,5.1,1,4.6,5,38,0,9.1
U7006,28,Male,Business Owner,iOS,8.5,3.9,8,6.5,1,14,6,8.8
U7007,48,Other,Student,iOS,1.6,4.2,3,6.3,7,11,3,9.4
U7008,42,Female,Freelancer,Android,10.6,4.5,5,6.6,8,36,3,7.9
U7009,22,Female,Professional,iOS,8.6,4.3,6,4.1,10,37,5,2.2
U7010,39,Other,Freelancer,Android,1.8,3.2,4,6.0,7,30,2,13.1
U7011,31,Female,Student,iOS,5.3,5.3,6,8.5,8,18,0,4.0
U7012,55,Female,Freelancer,iOS,8.8,1.1,3,5.8,10,13,3,13.0
U7013,45,Female,Business Owner,Android,11.0,2.8,5,4.2,9,60,1,2.4
U7014,45,Male,Student,iOS,3.8,5.2,2,7.5,6,19,4,11.5
U7015,54,Other,Business Owner,iOS,6.7,2.4,10,6.2,9,54,1,4.5
U7016,39,Male,Student,Android,10.6,3.5,6,6.1,5,57,5,12.1
U7017,52,Male,Business Owner,Android,8.3,6.8,3,8.0,4,32,4,2.7
U7018,33,Male,Student,iOS,8.5,3.1,6,4.8,1,38,6,4.3
U7019,29,Female,Professional,Android,9.9,3.4,9,8.1,3,34,1,6.6
U7020,60,Other,Professional,iOS,9.8,1.6,8,8.9,5,58,6,13.6
U7021,60,Female,Business Owner,Android,10.0,7.0,8,6.9,5,35,3,3.3
U7022,22,Female,Student,iOS,10.1,7.5,9,5.0,4,41,1,12.3
U7023,54,Male,Freelancer,iOS,7.2,4.4,1,4.4,4,7,6,8.8
U7024,49,Other,Business Owner,iOS,8.2,6.0,1,4.8,5,47,2,5.2
U7025,25,Female,Student,Android,5.5,0.9,6,8.1,2,21,3,6.6
U7026,55,Male,Student,Android,1.6,4.6,4,7.2,3,13,6,6.7
U7027,56,Other,Freelancer,Android,7.0,4.5,2,6.7,7,53,6,5.6
U7028,47,Male,Business Owner,Android,2.9,6.6,5,5.1,8,50,2,9.3
U7029,38,Other,Professional,iOS,7.3,7.7,7,6.9,1,7,0,4.1
U7030,53,Female,Student,Android,6.7,2.0,3,7.0,3,18,3,6.7
U7031,24,Male,Business Owner,iOS,6.7,7.0,4,7.9,5,8,5,13.0
U7032,46,Other,Student,iOS,2.1,2.9,10,7.8,9,56,0,2.2
U7033,29,Other,Business Owner,iOS,10.8,1.2,2,6.1,10,55,4,3.0
U7034,37,Other,Business Owner,Android,6.6,4.6,2,5.6,2,54,4,11.9
U7035,43,Other,Student,iOS,3.8,0.8,7,4.6,2,12,0,11.7
U7036,22,Other,Professional,iOS,11.0,4.2,1,5.9,6,38,5,6.1
U7037,56,Male,Student,Android,3.4,1.7,10,6.9,7,22,6,13.6
U7038,24,Male,Professional,iOS,9.7,5.6,4,8.7,4,60,0,10.9
U7039,56,Male,Student,iOS,10.6,5.0,8,8.7,8,10,1,7.5
U7040,42,Male,Professional,iOS,1.5,3.7,4,7.0,4,19,5,11.8
U7041,38,Male,Business Owner,Android,9.3,5.3,7,7.6,10,8,2,7.5
U7042,49,Male,Freelancer,iOS,5.4,1.2,2,7.5,9,19,5,12.4
U7043,59,Female,Business Owner,Android,5.5,4.3,10,8.8,10,53,0,5.7
U7044,60,Female,Business Owner,Android,5.2,1.6,1,8.7,7,36,2,6.7
U7045,21,Male,Professional,Android,7.6,1.8,4,7.2,5,16,1,2.2
U7046,23,Other,Freelancer,iOS,3.2,2.4,1,6.6,10,22,3,8.4
U7047,31,Other,Student,iOS,1.5,0.9,7,6.0,9,25,6,5.1
U7048,26,Other,Business Owner,iOS,6.2,4.4,2,7.8,5,22,1,13.9
U7049,55,Male,Student,iOS,4.9,2.8,6,8.2,3,55,5,9.4
U7050,58,Other,Professional,Android,2.0,5.8,10,7.9,2,49,5,8.7
U7051,18,Female,Professional,iOS,8.6,1.9,10,4.4,4,7,2,6.2
U7052,27,Other,Freelancer,iOS,6.1,4.2,6,8.8,6,43,0,3.4
U7053,60,Other,Business Owner,Android,4.1,1.5,3,8.5,10,21,5,6.9
U7054,27,Female,Student,iOS,7.9,2.5,8,4.2,9,39,5,2.6
U7055,46,Male,Student,iOS,4.8,2.7,3,7.4,7,6,1,4.2
