User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U30001,49,Other,Professional,Android,8.0,6.6,6,8.2,5,33,6,11.8
U30002,53,Female,Professional,Android,2.2,2.9,9,7.6,3,60,0,9.1
U30003,22,Female,Freelancer,iOS,4.6,6.6,8,7.0,8,12,2,6.0
U30004,53,Other,Professional,iOS,2.9,0.9,8,8.3,3,8,3,4.8
U30005,47,Male,Professional,iOS,9.9,7.5,4,6.7,10,20,5,4.4
U30006,24,Other,Business Owner,iOS,2.5,6.5,2,6.8,5,15,0,6.9
U30007,20,Female,Freelancer,iOS,7.1,7.4,6,5.3,5,26,4,6.7
U30008,57,Male,Professional,Android,6.5,7.7,1,6.4,5,19,4,9.9
U30009,60,Other,Professional,Android,9.9,5.9,6,4.6,1,16,0,10.5
U30010,43,Female,Student,Android,4.8,0.5,5,4.8,4,44,2,7.8
U30011,58,Male,Business Owner,Android,4.1,1.9,9,5.9,6,53,3,3.8
U30012,51,Female,Freelancer,iOS,4.0,8.0,9,8.3,4,47,3,13.4
U30013,38,Male,Student,iOS,4.6,1.5,5,9.0,6,21,1,10.5
U30014,45,Female,Business Owner,Android,11.7,0.7,4,6.7,3,38,4,8.7
U30015,37,Other,Student,Android,4.0,7.2,7,4.9,10,17,3,9.9
U30016,26,Other,Freelancer,iOS,1.9,1.6,5,6.6,10,27,5,5.4
U30017,39,Male,Student,Android,2.2,5.2,9,7.4,7,47,2,10.0
U30018,47,Male,Business Owner,iOS,1.9,1.8,3,7.1,6,6,3,3.0
U30019,21,Female,Freelancer,iOS,1.2,2.3,6,7.4,6,59,6,7.5
U30020,44,Male,Student,Android,1.6,3.7,4,7.0,7,14,2,5.0
U30021,59,Other,Freelancer,iOS,9.9,4.5,3,5.7,10,36,0,8.3
U30022,53,Female,Student,Android,9.6,5.7,7,6.8,7,44,2,13.7
U30023,59,Other,Business Owner,iOS,1.8,4.8,8,5.4,2,34,1,2.3
U30024,18,Female,Professional,iOS,3.4,7.9,1,6.2,10,35,2,2.1
U30025,27,Other,Professional,iOS,2.6,7.2,7,8.5,6,49,0,2.3
U30026,45,Female,Freelancer,iOS,8.1,5.3,9,7.1,8,48,3,13.8
U30027,55,Male,Freelancer,Android,7.3,1.7,8,6.4,1,55,6,13.2
U30028,60,Male,Professional,Android,6.2,7.3,3,6.4,2,55,4,6.1
U30029,30,Male,Business Owner,iOS,1.2,7.2,2,6.1,3,18,5,5.6
U30030,33,Male,Freelancer,iOS,7.3,1.5,1,4.5,7,25,3,7.4
U30031,22,Male,Professional,Android,9.7,0.6,4,4.2,8,25,6,12.7
U30032,41,Male,Professional,iOS,7.3,4.9,5,8.9,8,39,6,8.0
U30033,34,Male,Student,Android,2.3,4.8,3,8.1,1,19,0,9.9
U30034,29,Male,Freelancer,Android,3.0,4.9,8,8.2,6,31,4,12.3
U30035,30,Male,Professional,iOS,2.1,2.8,6,4.4,1,15,3,12.6
U30036,18,Male,Student,Android,4.8,5.0,7,5.5,8,10,5,2.9
U30037,43,Other,Business Owner,Android,10.5,5.5,4,7.0,1,5,4,6.2
U30038,20,Other,Student,Android,2.6,3.1,10,6.8,1,6,5,9.0
U30039,21,Male,Student,Android,10.8,0.7,8,4.5,10,28,1,4.2
U30040,29,Female,Professional,Android,5.8,1.3,2,7.8,4,19,1,2.2
U30041,30,Other,Student,iOS,4.1,5.4,7,8.3,10,10,2,2.9
U30042,21,Other,Freelancer,Android,9.5,6.3,1,5.1,7,45,3,10.5
U30043,29,Female,Professional,iOS,3.9,7.5,5,5.2,2,56,4,4.7
U30044,50,Male,Student,Android,6.7,3.3,9,7.4,10,27,2,5.4
U30045,45,Male,Student,Android,5.8,8.0,2,7.4,2,45,4,8.3
U30046,39,Female,Business Owner,Android,10.3,2.7,3,6.3,10,28,6,5.5
U30047,59,Male,Freelancer,iOS,5.3,4.2,4,7.2,2,12,4,13.8
U30048,39,Other,Professional,Android,1.8,5.8,3,7.9,8,57,3,10.0
U30049,19,Female,Student,iOS,2.6,4.6,6,6.6,5,25,0,2.9
U30050,38,Female,Professional,iOS,4.5,7.5,4,8.5,6,37,2,4.4
U30051,26,Other,Student,Android,7.7,3.6,7,6.9,7,31,3,3.3
U30052,28,Female,Freelancer,iOS,3.2,1.1,10,5.0,9,9,5,14.0
U30053,36,Female,Freelancer,iOS,3.3,3.7,8,8.4,7,7,2,2.5
U30054,24,Female,Business Owner,iOS,11.6,5.8,4,7.2,6,12,2,10.3
U30055,24,Male,Student,iOS,4.8,7.7,3,6.7,4,33,1,8.3
U30056,36,Female,Professional,Android,8.0,7.9,1,6.0,3,43,0,6.8
U30057,27,Male,Freelancer,iOS,6.3,2.1,2,8.8,8,9,5,13.9
U30058,19,Other,Freelancer,iOS,8.4,7.6,10,6.3,7,35,3,10.6
U30059,43,Other,Freelancer,iOS,1.9,1.1,5,6.0,5,24,3,13.1
U30060,44,Male,Business Owner,Android,5.0,7.3,8,7.6,9,22,1,4.2
U30061,48,Other,Student,iOS,2.4,2.5,5,5.5,6,59,2,3.0
U30062,20,Female,Freelancer,iOS,2.3,1.6,6,8.5,7,52,6,8.5
U30063,24,Other,Freelancer,iOS,5.8,6.5,5,5.4,1,8,2,13.3
U30064,38,Female,Professional,Android,11.0,2.3,2,8.5,4,28,6,7.5
U30065,22,Male,Freelancer,iOS,1.6,5.4,6,4.9,6,8,3,6.5
U30066,34,Female,Student,iOS,5.5,4.8,4,7.4,1,39,1,5.3
U30067,38,Male,Business Owner,Android,4.8,7.4,5,8.1,1,46,5,4.2
U30068,55,Female,Business Owner,iOS,9.7,2.3,5,6.9,5,23,5,7.1
U30069,54,Female,Freelancer,Android,6.7,4.0,5,8.4,9,7,0,5.3
U30070,27,Male,Student,Android,11.2,1.2,5,5.4,7,39,3,13.1
U30071,19,Female,Student,Android,1.6,6.3,9,7.7,1,46,6,4.5
U30072,24,Female,Freelancer,iOS,10.2,5.3,10,7.1,8,50,6,6.6
U30073,43,Male,Freelancer,iOS,7.1,5.6,2,7.1,3,6,6,10.6
U30074,45,Female,Business Owner,iOS,7.5,4.6,9,8.1,3,49,1,5.7
U30075,33,Female,Student,iOS,2.0,7.2,2,5.5,2,16,6,5.2
U30076,31,Female,Business Owner,Android,3.6,6.2,5,6.4,6,31,6,11.7
