User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U41001,22,Female,Freelancer,Android,6.8,4.1,4,5.4,10,8,4,10.3
U41002,20,Other,Professional,Android,12.0,6.2,1,6.7,3,10,3,6.9
U41003,51,Male,Business Owner,Android,6.3,1.4,7,8.7,2,50,3,12.0
U41004,39,Female,Student,Android,2.5,4.2,3,5.4,5,33,0,4.5
U41005,56,Male,Professional,Android,7.1,2.5,9,6.6,8,51,5,11.0
U41006,48,Male,Business Owner,iOS,11.8,4.4,6,5.8,10,42,1,3.8
U41007,30,Female,Business Owner,iOS,6.1,3.4,7,5.1,7,8,4,7.4
U41008,40,Male,Freelancer,iOS,5.8,1.0,2,6.8,8,9,3,13.0
U41009,50,Male,Freelancer,iOS,10.4,0.5,6,8.9,7,47,4,8.4
U41010,42,Female,Business Owner,iOS,1.6,3.9,6,4.6,2,26,2,7.3
U41011,48,Male,Student,iOS,7.0,6.6,8,5.3,8,7,0,10.8
U41012,55,Other,Student,iOS,2.9,0.9,8,4.8,6,11,4,8.3
U41013,36,Male,Business Owner,iOS,2.1,1.5,9,4.4,5,18,6,4.3
U41014,31,Male,Freelancer,Android,11.6,3.2,2,7.2,6,14,2,5.2
U41015,30,Male,Student,Android,5.4,5.3,4,6.5,8,11,0,8.3
U41016,44,Other,Business Owner,iOS,8.6,1.7,8,5.5,5,39,6,8.6
U41017,35,Other,Student,iOS,6.2,4.7,8,7.4,6,51,6,7.7
U41018,35,Other,Freelancer,iOS,9.0,2.5,5,6.5,5,33,6,3.4
U41019,49,Female,Student,iOS,3.3,2.7,8,7.9,3,25,1,6.4
U41020,21,Male,Freelancer,iOS,8.6,4.4,10,7.9,10,46,5,8.0
U41021,28,Other,Freelancer,iOS,9.1,7.5,9,5.2,2,30,5,11.0
U41022,42,Male,Student,iOS,6.4,4.6,1,7.7,7,18,2,3.7
U41023,30,Other,Professional,iOS,2.2,2.0,1,4.2,10,12,5,6.1
U41024,27,Other,Business Owner,iOS,3.0,6.2,3,4.2,5,30,5,3.2
U41025,49,Male,Professional,iOS,7.5,1.4,7,8.5,4,7,4,7.6
