User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U16001,51,Male,Student,Android,2.7,2.5,5,8.7,4,33,0,9.6
U16002,28,Male,Freelancer,Android,5.0,1.5,8,8.8,9,30,6,11.7
U16003,41,Other,Business Owner,Android,11.4,7.2,6,6.0,3,13,5,4.7
U16004,28,Male,Freelancer,iOS,2.8,5.1,10,7.8,3,17,1,11.5
U16005,24,Male,Business Owner,Android,10.0,5.7,6,8.3,10,55,5,4.9
U16006,28,Other,Professional,iOS,7.8,6.0,1,8.3,1,11,1,11.0
U16007,58,Other,Student,Android,1.7,0.8,9,7.1,2,34,6,2.5
U16008,58,Female,Student,Android,4.7,5.1,7,5.5,10,47,1,7.8
U16009,57,Other,Business Owner,iOS,10.8,1.9,9,8.8,10,52,2,9.1
U16010,32,Other,Professional,Android,1.1,3.7,4,8.2,3,43,6,10.4
U16011,27,Male,Freelancer,Android,11.2,4.8,5,8.5,9,51,2,3.3
U16012,52,Female,Professional,Android,2.9,5.1,3,4.1,4,22,5,3.2
U16013,57,Female,Freelancer,Android,6.6,7.0,6,5.9,7,48,1,4.1
U16014,45,Female,Business Owner,Android,9.1,5.7,5,4.9,10,36,3,13.9
U16015,30,Female,Student,iOS,4.8,8.0,10,4.9,7,35,4,8.7
U16016,35,Other,Professional,Android,3.1,7.1,10,8.5,7,18,0,6.8
U16017,21,Female,Freelancer,Android,5.2,5.6,6,7.0,2,15,4,10.0
U16018,43,Other,Business Owner,iOS,8.2,0.7,10,8.5,1,60,4,3.9
U16019,36,Other,Freelancer,Android,4.2,3.6,2,7.3,5,32,3,11.6
U16020,42,Male,Student,iOS,8.9,4.5,6,7.7,4,51,0,3.6
U16021,51,Other,Student,Android,8.9,7.5,7,7.8,5,8,0,3.4
U16022,44,Other,Business Owner,Android,7.4,7.7,8,6.0,7,10,6,12.5
U16023,48,Female,Business Owner,iOS,3.9,5.6,9,5.4,2,20,2,6.2
U16024,47,Other,Student,Android,9.1,7.7,10,6.0,9,34,3,10.7
U16025,38,Other,Business Owner,iOS,10.8,2.3,5,8.4,9,14,4,5.5
U16026,26,Other,Business Owner,Android,11.7,3.2,9,6.5,3,27,6,5.8
U16027,37,Female,Freelancer,iOS,8.2,4.3,2,7.8,1,13,5,6.9
U16028,18,Other,Student,Android,7.3,3.6,2,4.6,8,8,1,12.5
U16029,22,Other,Professional,Android,11.7,2.4,2,4.8,5,23,4,13.4
U16030,34,Other,Student,Android,6.6,1.0,10,5.2,7,46,2,4.5
U16031,53,Female,Student,Android,5.3,1.3,9,8.6,4,20,4,7.9
U16032,60,Other,Freelancer,Android,9.6,2.5,5,6.2,2,13,1,8.5
U16033,37,Female,Freelancer,Android,3.4,4.7,5,5.8,6,15,6,5.3
U16034,31,Other,Professional,Android,6.7,3.0,9,6.5,3,56,1,7.2
U16035,57,Other,Professional,Android,4.9,5.8,9,7.9,8,35,2,4.3
U16036,56,Male,Freelancer,iOS,5.5,2.2,10,6.9,8,52,5,11.5
U16037,22,Other,Student,iOS,2.0,6.5,10,5.3,8,50,6,7.0
U16038,21,Male,Freelancer,Android,3.0,4.1,3,7.6,1,35,2,11.6
U16039,44,Male,Student,iOS,7.9,0.8,4,5.8,10,52,2,11.7
U16040,26,Male,Freelancer,Android,3.4,4.2,6,4.6,4,6,2,2.3
U16041,27,Other,Professional,iOS,3.3,2.9,9,8.2,9,46,0,2.6
U16042,48,Other,Business Owner,Android,2.3,7.5,3,8.6,5,41,3,6.3
U16043,28,Male,Business Owner,Android,11.0,2.1,9,8.7,10,43,4,11.6
U16044,33,Male,Professional,Android,3.6,5.8,7,5.1,5,31,1,9.5
U16045,43,Female,Business Owner,iOS,3.8,5.8,8,5.8,6,47,3,5.9
U16046,28,Other,Business Owner,iOS,6.0,2.7,2,4.2,7,46,3,4.0
U16047,59,Female,Business Owner,iOS,6.5,6.2,1,6.7,9,44,2,9.6
U16048,44,Other,Professional,Android,2.8,0.9,6,8.3,10,8,4,9.9
U16049,43,Female,Freelancer,Android,1.7,2.2,5,6.2,1,33,1,13.4
U16050,55,Male,Freelancer,iOS,9.5,3.3,4,7.8,5,41,5,5.5
U16051,30,Other,Business Owner,iOS,4.1,2.3,6,6.2,2,12,4,3.7
U16052,33,Other,Freelancer,Android,11.3,3.6,7,5.7,1,54,1,8.9
U16053,40,Male,Business Owner,Android,3.4,3.6,6,8.8,2,35,4,10.1
U16054,22,Female,Professional,Android,11.6,5.8,8,8.7,10,18,2,6.4
U16055,32,Female,Freelancer,iOS,8.2,5.5,10,6.7,9,58,3,8.3
U16056,35,Female,Business Owner,Android,8.2,4.8,7,7.3,10,9,6,4.7
U16057,26,Other,Business Owner,Android,7.9,0.6,10,8.6,1,26,3,5.1
U16058,43,Female,Professional,Android,11.6,6.0,3,7.1,5,13,0,6.7
U16059,25,Other,Freelancer,Android,9.1,5.6,9,8.0,5,36,3,12.4
U16060,55,Female,Business Owner,iOS,4.3,7.4,3,8.2,8,33,0,10.4
U16061,27,Female,Freelancer,iOS,7.0,2.2,3,6.9,1,32,0,5.6
U16062,31,Female,Freelancer,iOS,9.4,7.3,10,8.1,1,36,3,12.4
U16063,46,Female,Student,iOS,1.9,5.7,10,7.1,9,40,4,6.8
U16064,27,Other,Professional,Android,4.9,0.9,1,6.4,3,22,5,4.1
U16065,35,Other,Freelancer,Android,2.0,6.6,8,7.5,9,24,6,12.3
U16066,38,Female,Professional,Android,1.5,1.2,10,4.6,9,60,3,5.2
U16067,18,Female,Business Owner,Android,10.3,3.2,3,8.7,3,51,3,6.4
U16068,58,Male,Professional,Android,9.7,6.8,10,4.6,1,12,1,8.5
U16069,25,Male,Student,Android,11.9,2.6,10,4.3,6,17,0,13.9
U16070,51,Other,Professional,Android,3.6,3.1,10,7.7,7,6,6,10.4
U16071,37,Male,Student,Android,7.7,5.4,10,7.3,9,32,0,13.1
