User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U3001,53,Female,Student,Android,9.0,3.1,7,4.9,5,43,1,7.6
U3002,53,Other,Student,Android,9.9,1.1,4,7.4,4,17,3,11.4
U3003,50,Other,Professional,iOS,2.5,7.1,3,5.2,6,22,5,8.9
U3004,44,Female,Business Owner,Android,7.7,5.7,9,6.3,4,11,6,6.6
U3005,24,Female,Student,iOS,9.6,1.1,6,5.0,4,51,0,2.3
U3006,19,Female,Freelancer,iOS,2.5,2.5,6,5.0,6,13,1,2.5
U3007,23,Other,Freelancer,Android,3.9,1.2,1,8.4,4,49,4,7.6
U3008,40,Male,Business Owner,iOS,11.6,5.7,2,8.2,4,21,0,13.3
U3009,53,Female,Freelancer,Android,8.4,5.2,5,4.1,10,14,4,6.0
U3010,23,Male,Freelancer,Android,7.0,2.5,5,6.6,3,18,5,10.0
U3011,56,Other,Freelancer,iOS,10.0,1.0,2,6.7,8,14,6,4.2
U3012,56,Other,Professional,Android,9.9,7.8,2,5.6,5,45,1,12.3
U3013,38,Female,Professional,iOS,2.5,3.2,2,5.9,7,17,1,10.0
U3014,42,Male,Freelancer,iOS,6.3,8.0,6,5.7,3,9,2,13.8
U3015,18,Female,Freelancer,Android,4.7,3.8,5,6.1,1,38,1,7.3
U3016,36,Female,Business Owner,Android,7.7,2.4,4,4.4,2,57,3,8.2
U3017,44,Other,Professional,iOS,10.5,5.9,8,4.7,8,60,5,6.5
U3018,42,Male,Freelancer,iOS,3.2,2.7,8,5.6,9,40,6,10.6
U3019,23,Other,Freelancer,Android,2.5,1.6,2,5.3,5,17,4,13.1
U3020,53,Male,Student,iOS,4.9,1.4,3,7.4,8,19,3,7.5
U3021,33,Other,Freelancer,iOS,5.5,8.0,6,5.2,7,22,2,2.3
